"Genus","Species","tmax_metric","tmax_acc","tmax_acc_days","tmax_acc_type","tmax_col_time_if_field_fresh","tmax","lat_max","long_max","no_NicheMapR_data","altitude","Phylum","Class","Order","Family","Realm","REF_max","citation_details_or_paper_in_which_data_were_compiled","notes.2017","NM_1cm_airshade","NM_2m_airshade","NM_exposed_bodytemp","NM_exposed_air","NM_exposed_body_wet","NM_shade_body_wet","thermy","weight","weight_source","length","notes","NMGHCND_2m_airshade95","NMGHCND_exposed_Te95","NMGHCND_exposed_Te_wet95","NMGHCND_shade_Te_wet95","NMGHCND_exposed_Tb95","NMGHCND_exposed_Tb_wet95","NMGHCND_shade_Tb_wet95","NMGHCND_2m_shade_Tb95"
"Hemachatus","haemachatus","crit",25,NA,"","",43.1,-26.14,28.25,"",1600,"Chordata","Reptilia","Squamata","Elapidae","Terrestrial","Alexander_1999","Sunday_et_al_PNAS_2014","",28.14628029,26.42715454,56.41591263,43.52295685,31.84737015,19.10608673,"ectotherm",669.66,"Slavenko et al. 2016 database",NA,NA,25.2860717773438,51.864203453064,28.8621525764465,19.1675269126892,51.8315546546279,28.6967266552571,19.1417313025014,25.284142988995
"Hemiergis","decresiensis","crit",NA,NA,"","",39.3,-30,150,"",NA,"Chordata","Reptilia","Squamata","Scincidae","Terrestrial","Spellerberg_1972","Sunday_et_al_PRSB_2011","Filed fresh; only season of collection was given - not field temp.",33.69905853,32.23156738,62.75935745,49.77322769,34.18748474,21.41693115,"ectotherm",3.05,"Slavenko et al. 2016 database",NA,NA,29.2859649658203,55.9251811981201,30.4193519592285,20.7009906768799,55.9251811962112,30.4193519592062,20.7009906768479,29.2859649654113
"Hemiergis","peronii","crit",25,NA,"","",38.6,-30,150,"",NA,"Chordata","Reptilia","Squamata","Scincidae","Terrestrial","Bennett_and_John-Alder_1986/Greer_1980","Sunday_et_al_PRSB_2011","p.93",33.69905853,32.23156738,62.75935745,49.77322769,34.18748474,21.41693115,NA,NA,NA,NA,NA,29.2859649658203,55.9251811981201,30.4193519592285,20.7009906768799,NA,NA,NA,NA
"Heteronotia","binoei","crit",NA,NA,"","",40.6,-30,150,"",NA,"Chordata","Reptilia","Squamata","Gekkonidae","Terrestrial","Spellerberg_1972","Sunday_et_al_PRSB_2011","Filed fresh; only season of collection was given - not field temp.",33.69905853,32.23156738,62.75935745,49.77322769,34.18748474,21.41693115,"ectotherm",3.66,"Slavenko et al. 2016 database",NA,NA,29.2859649658203,55.9251811981201,30.4193519592285,20.7009906768799,55.9251811915113,30.4193519590852,20.7009906766743,29.2859649644618
"Heterophoxus","videns","leth",-1.8,90,"field_fresh","",13,-77.8,166.67,"",0,"Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Marine","Bates_et_al_2010","Sunday_et_al_PRSB_2011","added acclimation temp based on reported field temperature of field-fresh specimen. Removed cold tolerance as it was artificial",NA,NA,NA,NA,NA,NA,"ectotherm",1,"only up to 10 mm body length. See Dauby et al. 2001 Hydrobiologia. Or Bates et al. 2010 Nat Comm supplemental table.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hippolyte","obliquimanus","crit",29,90,"field_fresh","",34.7,-23.8,-45.4,"",0,"Arthropoda","Malacostraca","Decapoda","Hippolytidae","Marine","Vinagre_et_al2014","Journal_of_Thermal_Biology_47_19-25._2014","added acclimation; more species could be added from this study",NA,NA,NA,NA,NA,NA,"ectotherm",1,"only up to 3.4 mm carapace length. See Terossi et al. 2008 Marine Biology",0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hirtodrosophila","histrioides","leth",23,8,"","",32.3,43.115593,141.444655,"",NA,"Arthropoda","Insecta","Diptera","Drosophilidae","Terrestrial","Kimura_2004","Sunday_et_al_PRSB_2011","",26.7479496,25.9967041,44.15179062,36.21862793,30.31586456,21.44676018,"ectotherm",2e-04,"mean from Brose et al. dataset",NA,NA,22.7958724975586,38.7815076828003,25.6035449981689,19.9018630027771,38.7815076828003,25.6035449981689,19.9018630027771,22.7958724975586
"Hodotermes","mossambicus","crit",35,15,"","",48,-28,28,"",NA,"Arthropoda","Insecta","Isoptera","Hodotermitidae","Terrestrial","Mitchell_et._al._1993","Sunday_et_al_PRSB_2011","added acclimation data",29.09239197,27.44195557,58.76876068,45.40403366,32.3153801,19.06432915,"ectotherm",0.243,"van der Westhuizen 1985 https://doi.org/10.1016/0022-1910(85)90089-7",NA,NA,25.313542175293,52.856538772583,28.8723867416382,18.7109606742859,52.856538772583,28.8723867416382,18.7109606742859,25.313542175293
"Hyla","alpina","crit",25,NA,"","",32.9,-36.41,148.4,"",1981.2,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",23.65223122,22.08239746,60.85905457,40.00044632,40.84844589,14.94229984,"ectotherm",1.69,"AmphiBIO",5,NA,18.9422607421875,44.9489088058472,23.0082342147827,13.3320013999939,44.9489088057145,23.0082342147827,13.3320013999939,18.9422607421708
"Hyla","aurea","crit",30,NA,"","",36.2,-38.591,146.099,"",304.8,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",25.04486084,24.3302002,50.69541168,33.40985489,36.64529419,17.89269257,"ectotherm",50,"AmphiBIO",9.39,NA,21.8802215576172,36.0433933258057,21.284712600708,16.4266495704651,36.04387159286,21.2834012181979,16.4260837307011,21.8810151287839
"Hyla","bicolor","crit",30,NA,"","",41.4,-17.93,145.92,"",304.8,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",32.94474792,31.0020752,64.38945007,45.09986496,41.23926926,25.3680954,"ectotherm",0.8,"AmphiBIO",3,NA,29.8021347045898,52.2354209899902,31.7339687347412,23.6676875114441,52.2354209899902,31.7339687347412,23.6676875114441,29.8021347045898
"Hyla","caerulea","crit",30,NA,"","",39.3,-20.151,148.246,"",304.8,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",33.11146545,31.71203613,63.41444778,44.26787567,40.00218964,26.077425,"ectotherm",50,"AmphiBIO",10,NA,30.5704040527344,51.3695672988892,30.3078449249268,24.8388474464417,51.3699357721899,30.3078096864233,24.8387538379712,30.5705901438488
"Hyla","chloris","crit",30,NA,"","",38.3,-17.27,145.48,"",731.5,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",31.81452751,29.40264893,66.1217804,45.92126083,41.98680115,22.86281967,"ectotherm",28.9,"AmphiBIO",7,NA,28.1151123046875,53.5051536560059,30.7546738624573,21.6589537620544,53.5050645513412,30.7541365591406,21.6588163654603,28.1147031402087
"Hyla","citropa","crit",5,NA,"","",30.7,-30.5,152.9,"",1371.6,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",29.7034626,28.53933716,59.77403259,42.03069305,41.03139877,22.69900894,"ectotherm",8.62,"AmphiBIO",6.5,NA,26.7590225219726,47.9046846389771,29.4361154556274,21.2721657752991,47.904684778038,29.4361147549492,21.2721654956493,26.759022517216
"Hyla","ewingi","crit",25,NA,"","",32.8,-30.51,151.62,"",1371.6,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",28.28842163,26.85021973,64.39390564,44.01851654,43.40629196,19.52715683,"ectotherm",1.69,"AmphiBIO",5,NA,24.3864318847656,50.7063764572143,27.8347806930542,17.8761615753174,50.7063764571959,27.8347806930541,17.8761615753174,24.386431884763
"Hyla","freycineti","crit",5,NA,"","",31.3,-33.38,151.3,"",304.8,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",28.71272278,27.46112061,58.97708893,41.37049484,41.32623291,21.30022621,"ectotherm",3.22,"AmphiBIO",4.9,NA,26.1207870483398,46.7257013320923,28.3897712707519,20.2319092750549,46.725701313283,28.3897712706088,20.2319092750779,26.1207870481553
"Hyla","glauerti","crit",30,NA,"","",41.6,-17.93,145.92,"",304.8,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",32.94474792,31.0020752,64.38945007,45.09986496,41.23926926,25.3680954,"ectotherm",1,"AmphiBIO",2.5,NA,29.8021347045898,52.2354209899902,31.7339687347412,23.6676875114441,52.2354209899902,31.7339687347412,23.6676875114441,29.8021347045898
"Hyla","gracilenta","crit",30,NA,"","",38.3,-17.27,145.48,"",731.5,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",31.81452751,29.40264893,66.1217804,45.92126083,41.98680115,22.86281967,"ectotherm",3.7,"AmphiBIO",4.5,NA,28.1151123046875,53.5051536560059,30.7546738624573,21.6589537620544,53.5051535842661,30.7546738616546,21.658953761799,28.1151122746935
"Hyla","labialis","crit",25,NA,"","",38.6,4.38,-74.13,"",3050,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Mahoney_and_Hutchison_1969","Sunday_et_al_PNAS_2014","",18.77155113,18.04031372,47.90548325,30.35282135,32.92362213,13.187006,"ectotherm",16.58071381,"approximation from length/weight ratio in Bancila et al. 2010 DOI:10.1163/017353710X518405",6.1,NA,16.9885864257812,36.9031755447388,19.9820441246033,12.7957220554352,36.9032052428348,19.9820382384187,12.7957127314408,16.9885605481523
"Hyla","lesueuri","crit",30,NA,"","",34.5,-37.48,148.17,"",304.8,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",26.86044312,25.40496826,60.10293579,41.21757889,41.76504898,19.00436974,"ectotherm",24,"AmphiBIO",7,NA,22.7830505371094,45.0251056671143,25.6706140518188,17.6418363571167,45.025102440479,25.6705509140676,17.6417710591191,22.7829859346232
"Hyla","peroni","crit",25,NA,"","",36.2,-33.4,151.3,"",731.5,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",28.28842163,26.85021973,64.39390564,44.01851654,43.40629196,19.52715683,"ectotherm",5.88,"AmphiBIO",5.57,NA,26.1208465576172,46.7232809066772,28.4467214584351,20.231942653656,46.7232800419763,28.4467213864141,20.2319426593298,26.1208465555942
"Hyla","phyllochroa","crit",10,NA,"","",30,-37.41,148.2,"",304.8,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",26.86086273,25.40496826,60.11095428,41.22274017,41.71165466,19.0066433,"ectotherm",1.16,"AmphiBIO",4,NA,22.7827880859375,45.0341201782227,25.7260062217712,17.642130947113,45.0341201782216,25.7260062217712,17.642130947113,22.7827880859375
"Hyla","regilla","crit",30,NA,"","",37.7,34.12,-116.82,"",2743.2,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PNAS_2014","",30.80490494,29.71942139,61.82200241,42.69947052,41.62045288,20.47530937,"ectotherm",5.6,"AmphiBIO",5,NA,24.9037475585938,47.2326513290405,23.9234412193298,17.0549794197082,47.2326513180875,23.9234411967237,17.0549794256251,24.9037470439109
"Hyla","rothi","crit",30,NA,"","",39.4,-17.93,145.92,"",304.8,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",32.94474792,31.0020752,64.38945007,45.09986496,41.23926926,25.3680954,"ectotherm",6.5,"AmphiBIO",5.5,NA,29.8021347045898,52.2354209899902,31.7339687347412,23.6676875114441,52.2354210181789,31.7339686553195,23.6676875189397,29.8021347197623
"Hyla","rubella","crit",30,NA,"","",41.6,-17.27,145.48,"",731.5,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",31.81452751,29.40264893,66.1217804,45.92126083,41.98680115,22.86281967,"ectotherm",3.08,"AmphiBIO",3.5,NA,28.1151123046875,53.5051536560059,30.7546738624573,21.6589537620544,53.5051536353409,30.7546738623327,21.6589537620148,28.1151122960461
