Genus,Species,N,Tmax,max_metric,error,error measure,Multiple measures,max_interval_after_LT0,Tmax_2,max_metric_2,error,error measure,max_interval_before_LT100,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,N,tmin,min_metric,error,error_type,Multiple measures_min,min_interval_after_LT0,N,tmin_2,min_metric_2,error,error_type,min_interval_before_LT100,min_pretreatment,ramp_min,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,Quality of UTNZ
Eudyptula,minor,8,25,UTNZ,,,N,,,,,,,,,-35.58,137.1,,"Richman_&_Lovvorn_2011, Stahel_&_Nicol_1982",1,8,16,LTNZ,,,N,,,,,,,,,,-35.58,137.1,,"Richman_&_Lovvorn_2011, Stahel_&_Nicol_1982",1,Chordata,Aves,Sphenisciformes,Spheniscidae,1
Parus,atricapillus,7,31.5,UTNZ,,,N,,,,,,,,,42.44,-76.5,,Rising_&_Hudson_1974,1,7,25.5,LTNZ,,,N,,,,,,,,,,42.44,-76.5,,Rising_&_Hudson_1974,1,Chordata,Aves,Passeriformes,Paridae,2
Coturnix,pectoralis,8,35,UTNZ,,,N,,,,,,,,,-35.17,139.02,,Roberts_&_Baudinette_1986,1,8,30,LTNZ,,,N,,,,,,,,,,-35.17,139.02,,Roberts_&_Baudinette_1986,1,Chordata,Aves,Galliformes,Phasianidae,2
Trochilus,polytmus,5,29,UTNZ,,,N,,,,,,,,,18.23,-77.62,,Schuchmann_&_Schmidt-Marloh_1979,1,5,20,LTNZ,,,N,,,,,,,,,,18.23,-77.62,,Schuchmann_&_Schmidt-Marloh_1979,1,Chordata,Aves,Trochiliformes,Trochilidae,1
Trochilus,scitulus,5,29,UTNZ,,,N,,,,,,,,,18.23,-77.62,,Schuchmann_&_Schmidt-Marloh_1979,1,5,20,LTNZ,,,N,,,,,,,,,,18.23,-77.62,,Schuchmann_&_Schmidt-Marloh_1979,1,Chordata,Aves,Trochiliformes,Trochilidae,1
Guira,guira,,33,UTNZ,,,N,,,,,,,,,-11.4,-45.48,,Simone_2003,3,,27,LTNZ,,,N,,,,,,,,,,-11.4,-45.48,,Simone_2003,3,Chordata,Aves,Cuculiformes,Crotophagidae,NA
Otus,leucotis,4,32,UTNZ,,,N,,,,,,,F,,-29.6,30.22,,Smit_et_al_2008,1,4,20,LTNZ,,,N,,,,,,,,F,,-29.6,30.22,,Smit_et_al_2008,1,Chordata,Aves,Strigiformes,Strigidae,2
Lanius,collaris,10,35,UTNZ,,,N,,,,,,,20,,-29.53,30.59,,Soobramoney_et_al_2003,1,10,25,LTNZ,,,Y,,,,,,,,20,,-29.53,30.59,,Soobramoney_et_al_2003,1,Chordata,Aves,Passeriformes,Laniidae,2
Hylophylax,naevioides,8,34,UTNZ,,,N,,,,,,,,,9,-79,,Steiger_et_al_2009,1,8,30,LTNZ,,,N,,,,,,,,,,9,-79,,Steiger_et_al_2009,1,Chordata,Aves,Passeriformes,Thamnophilidae,2
Alaemon,alaudipes,7,37.5,UTNZ,,,N,,,,,,,F,,22.15,41.5,,Tieleman_2002,1,7,32.7,LTNZ,,,N,,,,,,,,F,,22.15,41.5,,Tieleman_2002,1,Chordata,Aves,Passeriformes,Alaudidae,2
Alauda,arvensis,15,35.1,UTNZ,,,N,,,,,,,F,,52.52,6.2,,Tieleman_2002,1,15,22.2,LTNZ,,,N,,,,,,,,F,,52.52,6.2,,Tieleman_2002,1,Chordata,Aves,Passeriformes,Alaudidae,2
Eremalauda,dunni,16,43.6,UTNZ,,,N,,,,,,,F,,22.15,41.5,,Tieleman_2002,1,16,31.5,LTNZ,,,N,,,,,,,,F,,22.15,41.5,,Tieleman_2002,1,Chordata,Aves,Passeriformes,Alaudidae,1
Lullula,arborea,14,37.5,UTNZ,,,N,,,,,,,F,,52.52,6.2,,Tieleman_2002,1,14,27.6,LTNZ,,,N,,,,,,,,F,,52.52,6.2,,Tieleman_2002,1,Chordata,Aves,Passeriformes,Alaudidae,1
Daptrius,ater,2,35,UTNZ,,,N,,,,,,,25,,29.68,-82.43,,Wasser_1986,3,2,19.5,LTNZ,,,N,,,,,,,,25,,29.68,-82.43,,Wasser_1986,3,Chordata,Aves,Falconiformes,Falconidae,2
Lonchura,fuscans,8,39,UTNZ,,,N,,,,,,,F,,4.53,114.56,,Weathers_1977,1,8,30,LTNZ,,,N,,,,,,,,F,,4.53,114.56,,Weathers_1977,1,Chordata,Aves,Passeriformes,Estrildidae,1
Haemorhous,mexicanus,6,37,UTNZ,,,N,,,,,,,25,,38.33,-119.64,,Weathers_1981,2,3,25,LTNZ,,,N,,,,,,,,,,33.58,-117.21,300,Dawson_et_al_1985,,Chordata,Aves,Passeriformes,Fringillidae,1
Callipepla,gambelii,7,40.5,UTNZ,,,N,,,,,,,25,,42.07,-104.03,,Weathers_1981,2,20,27,LTNZ,,,N,,,,,,,,F,,33.37,-112.58,,Zerba_&_Walsberg_1992,1,Chordata,Aves,Galliformes,Odontophoridae,1
Amphispiza,bilineata,8,36,UTNZ,,,N,,,,,,,25,,38.33,-119.64,,Weathers_1981,2,,,,,,,,,,,,,,,,,,,,,Chordata,Aves,Passeriformes,Fringillidae,1
Sporophila,corvina,11,39.2,UTNZ,,,N,,,,,,,26,,9.07,-79.42,,Weathers_1997,1,11,28.9,LTNZ,,,N,,,,,,,,26,,9.07,-79.42,,Weathers_1997,1,Chordata,Aves,Passeriformes,Thraupidae,1
Carpodacus,cassinii,7,37.5,UTNZ,,,N,,,,,,,25,,38.33,-119.64,,Weathers_et_al_1980,1,7,22,LTNZ,,,N,,,,,,,,,,38.33,-119.64,,Weathers_et_al_1980,1,Chordata,Aves,Passeriformes,Fringillidae,1
Calendulauda,erythroclamys,12,35.1,UTNZ,,,N,,,,,,,19,,-23.33,15.05,,Williams_1999,1,12,27.9,LTNZ,,,N,,,,,,,,19,,-23.33,15.05,,Williams_1999,1,Chordata,Aves,Passeriformes,Alaudidae,1
Phoeniculus,purpureus,11,35,UTNZ,,,N,,,,,,,F,,-32.02,27.4,,Williams_et_al_1991,1,11,23.7,LTNZ,,,N,,,,,,,,,,-32.02,27.4,,Williams_et_al_1991,1,Chordata,Aves,Upupiformes,Phoeniculidae,2
Pycnonotus,sinensis,10,33,UTNZ,,,N,,,,,,,,,27.88,120.36,,Zheng_et_al_2008,1,12,25,LTNZ,,,N,,,,,,,,,,27.88,120.36,,Zheng_et_al_2008,1,Chordata,Aves,Passeriformes,Pycnonotidae,2
Cyanoliseus,patagonus,8,30,UTNZ,,,N,,,,,,,,,-37.88,-67.19,,Zungu_et_al_2013,2,7,15,LTNZ,,,N,,,,,,,,,,-37.88,-67.19,,Zungu_et_al_2013,2,Chordata,Aves,Psittaciformes,Psittacidae,2
Phalaenoptilus,nuttallii,,,,,,,,,,,,,,,,,,,,2,35,LTNZ,,,N,,,,,,,,,,33.76,-116.35,,Bartholomew_et_al_1962,1,Chordata,Aves,Caprimulgiformes,Caprimulgidae,
Manacus,vitellinus,,,,,,,,,,,,,,,,,,,,7,25,LTNZ,,,N,,,,,,,,F,,9.15,-79.85,,Bartholomew_et_al_1983,1,Chordata,Aves,Passeriformes,Pipridae,
Pipra,mentalis,,,,,,,,,,,,,,,,,,,,3,27,LTNZ,,,N,,,,,,,,F,,9.15,-79.85,,Bartholomew_et_al_1983,1,Chordata,Aves,Passeriformes,Pipridae,
Strix,aluco,,,,,,,,,,,,,,,,,,,,2,16,LTNZ,,,N,,,,,,,,,,63,10,,Bech_&_Præsteng_2004,1,Chordata,Aves,Strigiformes,Strigidae,
Dacelo,novaeguineae,,,,,,,,,,,,,,,,,,,,7,20,LTNZ,,,N,,,,,,,,F,,-42.54,147.19,,Buttemer_et_al_2003,1,Chordata,Aves,Coraciiformes,Alcedinidae,
Onychognathus,morio,,,,,,,,,,,,,,,,,,,,10,15,LTNZ,,,N,,,,,,,,F,,-29.44,30.48,,Chamane_&_Downs_2009,1,Chordata,Aves,Passeriformes,Sturnidae,
Uria,aalge,,,,,,,,,,,,,,,,,,,,8,15,LTNZ,,,N,,,,,,,,,,57.2,-170.15,,Croll_&_McLaren_1993,1,Chordata,Aves,Charadriiformes,Alcidae,
Ammoperdix,heyi,,,,,,,,,,,,,,,,,,,,36,30,LTNZ,,,N,,,,,,,,,,30.86,34.76,476,Frumkin_et_al_1986,1,Chordata,Aves,Galliformes,Phasianidae,
Cepphus,grylle,,,,,,,,,,,,,,,,,,,,13,7,LTNZ,,,N,,,,,,,,F,,79,-11,,Gabrielsen_et_al_1988,1,Chordata,Aves,Charadriiformes,Alcidae,
Fulmarus,glacialis,,,,,,,,,,,,,,,,,,,,16,9,LTNZ,,,N,,,,,,,,F,,79,-11,,Gabrielsen_et_al_1988,1,Chordata,Aves,Procellariiformes,Procellariidae,
Rissa,tridactyla,,,,,,,,,,,,,,,,,,,,16,4.5,LTNZ,,,N,,,,,,,,F,,79,-11,,Gabrielsen_et_al_1988,1,Chordata,Aves,Charadriiformes,Laridae,
Uria,lomvia,,,,,,,,,,,,,,,,,,,,11,2,LTNZ,,,N,,,,,,,,F,,79,-11,,Gabrielsen_et_al_1988,1,Chordata,Aves,Charadriiformes,Alcidae,
Aegolius,funereus,,,,,,,,,,,,,,,,,,,,10,10,LTNZ,,,N,,,,,,,,,,64.48,24.38,,Hohtola_et_al_1994,1,Chordata,Aves,Strigiformes,Strigidae,
Branta,bernicla,,,,,,,,,,,,,,,,,,,,1,6,LTNZ,,,N,,,,,,,,,,61.52,-166.1,,Irving_et_al_1955,1,Chordata,Aves,Anseriformes,Anatidae,
Corvus,caurinus,,,,,,,,,,,,,,,,,,,,1,-7,LTNZ,,,N,,,,,,,,,,60.1,-149.44,,Irving_et_al_1955,1,Chordata,Aves,Passeriformes,Corvidae,
Megascops,trichopsis,,,,,,,,,,,,,,,,,,,,3,28,LTNZ,,,N,,,,,,,,23,,31.93,-109.38,,Ligon_1969,1,Chordata,Aves,Strigiformes,Strigidae,
Lonchura,cucullata,,,,,,,,,,,,,,,,,,,,10,33.5,LTNZ,,,N,,,,,,,,25,,-29.45,31.03,,Lovegrove_&_Smith_2003,1,Chordata,Aves,Passeriformes,Estrildidae,
Zosterops,lateralis,,,,,,,,,,,,,,,,,,,,9,29,LTNZ,,,N,,,,,,,,F,,-30.35,151.44,,Maddocks_&_Gieser_1997,1,Chordata,Aves,Passeriformes,Zosteropidae,
Colius,striatus,,,,,,,,,,,,,,,,,,,,12,29,LTNZ,,,N,,,,,,,,F,,-29.6,30.37,,McKechnie_&_Lovegrove_2001b,1,Chordata,Aves,Coliiformes,Coliidae,
Caprimulgus,macrurus,,,,,,,,,,,,,,,,,,,,,26,LTNZ,,,N,,,,,,,,,,-5.13,145.48,,McNab_&_Bonaccorso_1995,1,Chordata,Aves,Caprimulgiformes,Caprimulgidae,
Eurostopodus,mystacalis,,,,,,,,,,,,,,,,,,,,,30,LTNZ,,,N,,,,,,,,,,-5.13,145.48,,McNab_&_Bonaccorso_1995,1,Chordata,Aves,Caprimulgiformes,Eurostopodidae,
Podargus,strigoides,,,,,,,,,,,,,,,,,,,,,30,LTNZ,,,N,,,,,,,,,,-5,145.1,,McNab_&_Bonaccorso_1995,1,Chordata,Aves,Caprimulgiformes,Podargidae,
Gallinula,tenebrosa,,,,,,,,,,,,,,,,,,,,3,17,LTNZ,,,N,,,,,,,,,,-40.54,174.53,,McNab_&_Ellis_2006,3,Chordata,Aves,Gruiformes,Rallidae,
Gallinula,ventralis,,,,,,,,,,,,,,,,,,,,2,20,LTNZ,,,N,,,,,,,,,,-37.18,146.13,,McNab_&_Ellis_2006,3,Chordata,Aves,Gruiformes,Rallidae,
Gallirallus,australis,,,,,,,,,,,,,,,,,,,,2,30,LTNZ,,,N,,,,,,,,,,-35.52,175.3,,McNab_&_Ellis_2006,3,Chordata,Aves,Gruiformes,Rallidae,
Gallirallus,philippensis,,,,,,,,,,,,,,,,,,,,2,18,LTNZ,,,N,,,,,,,,,,-40.7,175.6,,McNab_&_Ellis_2006,1,Chordata,Aves,Gruiformes,Rallidae,
Megacrex,inepta,,,,,,,,,,,,,,,,,,,,2,18,LTNZ,,,N,,,,,,,,,,-6.7,147,,McNab_&_Ellis_2006,3,Chordata,Aves,Gruiformes,Rallidae,
Porphyrio,porphyrio,,,,,,,,,,,,,,,,,,,,2,14,LTNZ,,,N,,,,,,,,,,-40.54,174.53,,McNab_&_Ellis_2006,3,Chordata,Aves,Gruiformes,Rallidae,
Nestor,meridionalis,,,,,,,,,,,,,,,,,,,,2,15,LTNZ,,,N,,,,,,,,,,-40.7,175,,McNab_&_Salisbury_1995,1,Chordata,Aves,Psittaciformes,Psittacidae,
Ducula,radiata,,,,,,,,,,,,,,,,,,,,2,22,LTNZ,,,N,,,,,,,,,,-9.15,145.48,,McNab_2000a,3,Chordata,Aves,Columbiformes,Columbidae,
Ducula,rufigaster,,,,,,,,,,,,,,,,,,,,1,26,LTNZ,,,N,,,,,,,,,,-9.17,145.48,,McNab_2000a,3,Chordata,Aves,Columbiformes,Columbidae,
Goura,cristata,,,,,,,,,,,,,,,,,,,,6,19,LTNZ,,,N,,,,,,,,,,-5.14,145.48,,McNab_2000a,3,Chordata,Aves,Columbiformes,Columbidae,
Leucosarcia,melanoleuca,,,,,,,,,,,,,,,,,,,,4,24,LTNZ,,,N,,,,,,,,,,-41.18,151.12,,McNab_2000a,3,Chordata,Aves,Columbiformes,Columbidae,
Aceros,plicatus,,,,,,,,,,,,,,,,,,,,2,16,LTNZ,,,N,,,,,,,,,,-5,144.28,,McNab_2001,1,Chordata,Aves,Bucerotiformes,Bucerotidae,
Aulacorhynchus,prasinus,,,,,,,,,,,,,,,,,,,,2,23,LTNZ,,,N,,,,,,,,,,23.38,-101.37,,McNab_2001,3,Chordata,Aves,Piciformes,Ramphastidae,
Pteroglossus,aracari,,,,,,,,,,,,,,,,,,,,2,29,LTNZ,,,N,,,,,,,,,,-8.59,-67.27,,McNab_2001,3,Chordata,Aves,Piciformes,Ramphastidae,
Pteroglossus,bailloni,,,,,,,,,,,,,,,,,,,,2,19,LTNZ,,,N,,,,,,,,,,-20.98,-45.2,,McNab_2001,3,Chordata,Aves,Piciformes,Ramphastidae,
Ramphastos,toco,,,,,,,,,,,,,,,,,,,,2,17,LTNZ,,,N,,,,,,,,,,-40.06,-68.56,,McNab_2001,3,Chordata,Aves,Piciformes,Ramphastidae,
Ramphastos,tucanus,,,,,,,,,,,,,,,,,,,,2,25,LTNZ,,,N,,,,,,,,,,-7.14,-52.48,,McNab_2001,3,Chordata,Aves,Piciformes,Ramphastidae,
Trachyphonus,darnaudii,,,,,,,,,,,,,,,,,,,,2,35,LTNZ,,,N,,,,,,,,,,-0.13,35.16,,McNab_2001,3,Chordata,Aves,Piciformes,Lybiidae,
Anas,castanea,,,,,,,,,,,,,,,,,,,,1,24,LTNZ,,,N,,,,,,,,,,-40.7,175.6,,McNab_2003,1,Chordata,Aves,Anseriformes,Anatidae,
Anas,rhynchotis,,,,,,,,,,,,,,,,,,,,3,22,LTNZ,,,N,,,,,,,,,,-40.7,175.6,,McNab_2003,1,Chordata,Aves,Anseriformes,Anatidae,
Aythya,novaeseelandiae,,,,,,,,,,,,,,,,,,,,2,16,LTNZ,,,N,,,,,,,,,,-40.7,175.6,,McNab_2003,1,Chordata,Aves,Anseriformes,Anatidae,
Hymenolaimus,malacorhynchos,,,,,,,,,,,,,,,,,,,,3,12,LTNZ,,,N,,,,,,,,,,-40.7,175.6,,McNab_2003,1,Chordata,Aves,Anseriformes,Anatidae,
Astrapia,stephaniae,,,,,,,,,,,,,,,,,,,,8,23,LTNZ,,,N,,,,,,,,,,-6.66,146.99,,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,
Cicinnurus,magnificus,,,,,,,,,,,,,,,,,,,,4,20,LTNZ,,,N,,,,,,,,,,-6.66,146.99,,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,
Cicinnurus,regius,,,,,,,,,,,,,,,,,,,,2,20,LTNZ,,,N,,,,,,,,,,-6.66,146.99,,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,
Epimachus,meyeri,,,,,,,,,,,,,,,,,,,,4,18,LTNZ,,,N,,,,,,,,,,-6.66,146.99,,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,
Lophorina,superba,,,,,,,,,,,,,,,,,,,,8,19,LTNZ,,,N,,,,,,,,,,-6.66,146.99,,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,
Manucodia,keraudrenii,,,,,,,,,,,,,,,,,,,,3,25,LTNZ,,,N,,,,,,,,,,-6.66,146.99,,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,
Paradisaea,raggiana,,,,,,,,,,,,,,,,,,,,9,16,LTNZ,,,N,,,,,,,,,,-6.66,146.99,,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,
Ptiloris,magnificus,,,,,,,,,,,,,,,,,,,,1,22,LTNZ,,,N,,,,,,,,,,-6.66,146.99,,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,
Cnemophilus,macgregorii,,,,,,,,,,,,,,,,,,,,3,15,LTNZ,,,N,,,,,,,,,,-5.96,143.07,2100,McNab_2013,1,Chordata,Aves,Passeriformes,Corvidae,
Dacelo,gaudichaud,,,,,,,,,,,,,,,,,,,,3,25,LTNZ,,,N,,,,,,,,,,-5.22,145.79,,McNab_2013,1,Chordata,Aves,Coraciiformes,Alcedinidae,
Gallicolumba,beccarii,,,,,,,,,,,,,,,,,,,,3,24,LTNZ,,,N,,,,,,,,,,-5.96,143.07,2100,McNab_2013,1,Chordata,Aves,Columbiformes,Columbidae,
Melidectes,belfordi,,,,,,,,,,,,,,,,,,,,3,19,LTNZ,,,N,,,,,,,,,,-5.31,143.52,2860,McNab_2013,1,Chordata,Aves,Passeriformes,Meliphagidae,
Oreostruthus,fuliginosus,,,,,,,,,,,,,,,,,,,,4,20,LTNZ,,,N,,,,,,,,,,-5.96,143.07,2100,McNab_2013,1,Chordata,Aves,Passeriformes,Estrildidae,
Pachycephala,schlegelii,,,,,,,,,,,,,,,,,,,,6,14,LTNZ,,,N,,,,,,,,,,-5.31,143.52,2860,McNab_2013,1,Chordata,Aves,Passeriformes,Petroicidae,
Pitta,versicolor,,,,,,,,,,,,,,,,,,,,2,20,LTNZ,,,N,,,,,,,,,,-5.22,145.79,,McNab_2013,2,Chordata,Aves,Passeriformes,Pittidae,
Ptiloprora,guisei,,,,,,,,,,,,,,,,,,,,10,15,LTNZ,,,N,,,,,,,,,,-5.96,143.07,2100,McNab_2013,1,Chordata,Aves,Passeriformes,Meliphagidae,
Rhipidura,albolimbata,,,,,,,,,,,,,,,,,,,,12,19,LTNZ,,,N,,,,,,,,,,-5.31,143.52,2860,McNab_2013,1,Chordata,Aves,Passeriformes,Rhipiduridae,
Sericornis,papuensis,,,,,,,,,,,,,,,,,,,,5,15,LTNZ,,,N,,,,,,,,,,-5.31,143.52,2860,McNab_2013,1,Chordata,Aves,Passeriformes,Pardalotidae,
Tanysiptera,galatea,,,,,,,,,,,,,,,,,,,,1,15,LTNZ,,,N,,,,,,,,,,-5.22,145.79,,McNab_2013,1,Chordata,Aves,Coraciiformes,Alcedinidae,
Todiramphus,sanctus,,,,,,,,,,,,,,,,,,,,16,25,LTNZ,,,N,,,,,,,,,,-5.22,145.79,,McNab_2013,1,Chordata,Aves,Coraciiformes,Alcedinidae,
Turdus,poliocephalus,,,,,,,,,,,,,,,,,,,,5,15,LTNZ,,,N,,,,,,,,,,-5.31,143.52,2860,McNab_2013,1,Chordata,Aves,Passeriformes,Turdidae,
Lagopus,lagopus,,,,,,,,,,,,,,,,,,,,19,0.6,LTNZ,,,N,,,,,,,,,,78.15,16.26,,Mortensen_&_Blix_1986,1,Chordata,Aves,Galliformes,Phasianidae,
Lagopus,muta,,,,,,,,,,,,,,,,,,,,4,-4.5,LTNZ,,,N,,,,,,,,,,78.15,16.26,,Mortensen_&_Blix_1986,1,Chordata,Aves,Galliformes,Phasianidae,
Urocolius,macrourus,,,,,,,,,,,,,,,,,,,,7,29,LTNZ,,,N,,,,,,,,,,-1.17,36.49,,Prinzinger_1988,2,Chordata,Aves,Coliiformes,Coliidae,
Selenidera,maculirostris,,,,,,,,,,,,,,,,,,,,4,24,LTNZ,,,N,,,,,,,,,,-22.22,-57.08,,Schleucher_1999,3,Chordata,Aves,Piciformes,Ramphastidae,
Geopelia,cuneata,,,,,,,,,,,,,,,,,,,,6,34,LTNZ,,,N,,,,,,,,F,,-22.3,117.9,,Schleucher_et_al_1991,1,Chordata,Aves,Columbiformes,Columbidae,
Drepanoptila,holosericea,,,,,,,,,,,,,,,,,,,,2,27,LTNZ,,,N,,,,,,,,,,-21.28,165.3,,Schluecher_2002,3,Chordata,Aves,Columbiformes,Columbidae,
Nyctidromus,albicollis,,,,,,,,,,,,,,,,,,,,2,23.5,LTNZ,,,N,,,,,,,,,,9.1,-79.8,,Scholander_et_al_1950,1,Chordata,Aves,Caprimulgiformes,Caprimulgidae,
Plectrophenax,nivalis,,,,,,,,,,,,,,,,,,,,12,9,LTNZ,,,N,,,,,,,,,,61.18,-149.79,,Scholander_et_al_1950,1,Chordata,Aves,Passeriformes,Fringillidae,
Nectarinia,cuprea,,,,,,,,,,,,,,,,,,,,5,31.4,LTNZ,,,N,,,,,,,,,,0.27,30.26,1255,Seavy_2006,2,Chordata,Aves,Passeriformes,Nectariniidae,
Nectarinia,cyanolaema,,,,,,,,,,,,,,,,,,,,5,25.5,LTNZ,,,N,,,,,,,,,,0.27,30.26,1255,Seavy_2006,1,Chordata,Aves,Passeriformes,Nectariniidae,
Nectarinia,kilimensis,,,,,,,,,,,,,,,,,,,,3,25,LTNZ,,,N,,,,,,,,,,0.27,30.26,1255,Seavy_2006,1,Chordata,Aves,Passeriformes,Nectariniidae,
Nectarinia,minulla,,,,,,,,,,,,,,,,,,,,3,33,LTNZ,,,N,,,,,,,,,,0.27,30.26,1255,Seavy_2006,1,Chordata,Aves,Passeriformes,Nectariniidae,
Nectarinia,obscura,,,,,,,,,,,,,,,,,,,,10,31.5,LTNZ,,,N,,,,,,,,,,0.27,30.26,1255,Seavy_2006,1,Chordata,Aves,Passeriformes,Nectariniidae,
Nectarinia,senegalensis,,,,,,,,,,,,,,,,,,,,6,30,LTNZ,,,N,,,,,,,,,,0.27,30.26,1255,Seavy_2006,1,Chordata,Aves,Passeriformes,Nectariniidae,
Nectarinia,verticalis,,,,,,,,,,,,,,,,,,,,8,31.6,LTNZ,,,N,,,,,,,,,,0.27,30.26,1255,Seavy_2006,1,Chordata,Aves,Passeriformes,Nectariniidae,
Chlamydotis,undulata,,,,,,,,,,,,,,,,,,,,7,29,LTNZ,,,N,,,,,,,,,,30.37,69.34,,Tieleman_et_al_2002,2,Chordata,Aves,Gruiformes,Otididae,
Nothoprocta,perdicaria,,,,,,,,,,,,,,,,,,,,4,9.8,LTNZ,,,N,,,,,,,,,,-38.53,-73.02,,Withers_et_al_1987,2,Chordata,Aves,Tinamiformes,Tinamidae,
Bangia,atropurpurea,3,23,LT0,,,N,1,24,LT100,,,1,,,69.241375,-53.55309,0,Bischoff_&_Wiencke_1993,1,,,,,,,,,,,,,,,,,,,,,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,
Bangia,fuscopurpurea,1,25,LT0,,,N,3,28,LT100,NA,,3,,,54.19261,7.86732,0,Lüning_1984,1,,,,,,,,,,,,,,,,,,,,,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,
Porphyra,linearis,1,23,LT0,,,N,2,25,LT100,NA,,2,,,54.19261,7.86732,0,Lüning_1984,1,,,,,,,,,,,,,,,,,,,,,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,
Porphyra,umbilicalis,3,24.3,LT0,,,N,2,28,LT100,NA,,3,,,54.19261,7.86732,0,Lüning_1984,1,,,,,,,,,,,,,,,,,,,,,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,
Donax,serra,,33,LT50,,,N,,,,,,,20,,-33.9,25.6,0,Ansell_&_McLachlan_1980,1,,,,,,,,,,,,,,,,,,,,,Mollusca,Bivalvia,Veneroida,Donacidae,
Donax,sordidus,,35,LT50,,,N,,,,,,,20,,-33.9,25.6,0,Ansell_&_McLachlan_1980,1,,,,,,,,,,,,,,,,,,,,,Mollusca,Bivalvia,Veneroida,Donacidae,
Abra,tenuis,4,33.44,LT50,0.73,SE,N,,,,,,,5,,53,5,0,Compton_et_al2007,1,4,-1.68,LT50,0.07,SE,N,,,,,,,,5,,53,5,0,Compton_et_al2007,1,Mollusca,Bivalvia,Veneroida,Semelidae,
Anodontia,bullula,4,36.31,LT50,0.81,SE,N,,,,,,,25,,-17,122,0,Compton_et_al2007,1,4,7.17,LT50,1.65,SE,N,,,,,,,,25,,-17,122,0,Compton_et_al2007,1,Mollusca,Bivalvia,Lucinoida,Lucinidae,
Anomalocardia,squamosa,8,37.75,LT50,0.45,SE,N,,,,,,,25,,-17,122,0,Compton_et_al2007,1,4,3.05,LT50,0.73,SE,N,,,,,,,,25,,-17,122,0,Compton_et_al2007,1,Mollusca,Bivalvia,Veneroida,Veneridae,
Barbatia,pistachia,8,36.87,LT50,0.29,SE,N,,,,,,,,,-17,122,0,Compton_et_al2007,1,4,6.01,LT50,0.81,SE,N,,,,,,,,,,-17,122,0,Compton_et_al2007,1,Mollusca,Bivalvia,Arcoida,Arcidae,
Cerastoderma,edule,8,33.98,LT50,0.63,SE,N,,,,,,,5,,53,5,0,Compton_et_al2007,1,4,-6.18,LT50,0.34,SE,N,,,,,,,,5,,53,5,0,Compton_et_al2007,1,Mollusca,Bivalvia,Veneroida,Cardiidae,
Corbula,sp.1,4,37.72,LT50,0.92,SE,N,,,,,,,,,-17,122,0,Compton_et_al2007,1,4,5.46,LT50,0.6,SE,N,,,,,,,,,,-17,122,0,Compton_et_al2007,1,Mollusca,Bivalvia,Myoida,Corbulidae,
Divaricella,irpex,4,36.94,LT50,0.51,SE,N,,,,,,,25,,-17,122,0,Compton_et_al2007,1,4,5.51,LT50,0.52,SE,N,,,,,,,,25,,-17,122,0,Compton_et_al2007,1,Mollusca,Bivalvia,Lucinoida,Lucinidae,
Gafrarium,dispar,2,41.76,LT50,1.44,SE,N,,,,,,,25,,-17,122,0,Compton_et_al2007,1,2,7.32,LT50,0.49,SE,N,,,,,,,,25,,-17,122,0,Compton_et_al2007,1,Mollusca,Bivalvia,Veneroida,Veneridae,
Macoma,balthica,8,30.97,LT50,0.14,SE,N,,,,,,,10,,53,5,0,Compton_et_al2007,1,4,-7.01,LT50,0.61,SE,N,,,,,,,,5,,53,5,0,Compton_et_al2007,1,Mollusca,Bivalvia,Veneroida,Tellinidae,
Siliqua,sp.1,8,33.45,LT50,0.8,SE,N,,,,,,,,,53,5,0,Compton_et_al2007,1,4,6.14,LT50,0.4,SE,N,,,,,,,,,,-17,122,0,Compton_et_al2007,1,Mollusca,Bivalvia,Veneroida,Pharidae,
Tegillarca,granosa,6,41.45,LT50,1.31,SE,N,,,,,,,25,,-17,122,0,Compton_et_al2007,1,4,4.82,LT50,1.31,SE,N,,,,,,,,25,,-17,122,0,Compton_et_al2007,1,Mollusca,Bivalvia,Arcoida,Arcidae,
Tellina,capsoides,8,38.25,LT50,0.21,SE,N,,,,,,,25,,-17,122,0,Compton_et_al2007,1,4,3.35,LT50,0.24,SE,N,,,,,,,,25,,-17,122,0,Compton_et_al2007,1,Mollusca,Bivalvia,Veneroida,Tellinidae,
